qemu-system-ppc 10.2.2-4
qemu-system-ppc-firmware 10.2.2-4
qemu-system-riscv 10.2.2-4
qemu-system-riscv-firmware 10.2.2-4
qemu-system-rx 10.2.2-4
qemu-system-s390x 10.2.2-4
qemu-system-s390x-firmware 10.2.2-4
qemu-system-sh4 10.2.2-4
qemu-system-sparc 10.2.2-4
qemu-system-sparc-firmware 10.2.2-4
qemu-system-tricore 10.2.2-4
qemu-system-x86 10.2.2-4
qemu-system-x86-firmware 10.2.2-4
qemu-system-xtensa 10.2.2-4
qemu-tests 10.2.2-4
qemu-tools 10.2.2-4
qemu-ui-curses 10.2.2-4
qemu-ui-dbus 10.2.2-4
qemu-ui-egl-headless 10.2.2-4
qemu-ui-gtk 10.2.2-4
qemu-ui-opengl 10.2.2-4
qemu-ui-sdl 10.2.2-4
qemu-ui-spice-app 10.2.2-4
qemu-ui-spice-core 10.2.2-4
qemu-user 10.2.2-4
qemu-vhost-user-gpu 10.2.2-4
qemu-vmsr-helper 10.2.2-4
qimgv 1.0.3+alpha+94+ge2675f13-1
qogir-icon-theme 2025.02.15-1
qrcodegencpp-cmake 1.8.0-4
qrencode 4.1.1-4
qt5-base 5.15.18+kde+r109-2
qt5-declarative 5.15.18+kde+r23-1
qt5-imageformats 5.15.18+kde+r2-1
qt5-svg 5.15.18+kde+r5-1
qt5-tools 5.15.18+kde+r3-2
qt5-translations 5.15.18-1
qt5-x11extras 5.15.18-1
qt6-5compat 6.11.0-1
qt6-base 6.11.0-2
qt6-charts 6.11.0-1
qt6-declarative 6.11.0-4
qt6-imageformats 6.11.0-1
qt6-multimedia 6.11.0-1
qt6-multimedia-ffmpeg 6.11.0-1
qt6-shadertools 6.11.0-1
qt6-svg 6.11.0-2
qt6-translations 6.11.0-1
qt6-websockets 6.11.0-1
qtkeychain-qt6 0.15.0-4
rav1e 0.8.1-2
rclone 1.73.4-1
rdma-core 62.0-1
re2 2:2025.11.05-3
readline 8.3.003-1
reflector 2023-5
rhash 1.4.6-1
ripgrep 15.1.0-2
rlwrap 0.48-1
rnnoise 1:0.2-1
rpcbind 1.2.8-1
rr 5.9.0-2
rsync 3.4.1-2
rtkit 0.14-1
rubberband 4.0.0-2
ruby 3.4.8-2
ruby-enumerable-statistics 2.0.8-1
ruby-unicode_plot 0.0.5-2
ruby-youplot 0.4.6-1
rubygems 3.6.9-1
runc 1.4.2-1
rust 1:1.94.1-1
rutabaga-ffi 0.1.75-1
ryzenadj 0.17.0-1
sbc 2.2-1
scrcpy 3.3.4-1
screenkey 1.5-7
sdl12-compat 1.2.68-2
sdl2-compat 2.32.66-1
sdl2_image 2.8.10-1
sdl3 3.4.4-1
seabios 1.17.0-2
seatd 0.9.3-1
sed 4.9-3
serd 0.32.8-1
shaderc 2026.1-2
shadow 4.18.0-1
shared-mime-info 2.4-3
shellcheck-bin 0.11.0-1
shotcut 26.2.26-1
simde 0.8.2-1
simdjson 1:4.6.1-1
skippy-xd-git 2025.09.07.r12.gf558a14-1
sl 5.05-5
slang 2.3.3-4
smplayer 25.6.0-2
smplayer-themes 1:20.11.0-2
snappy 1.2.2-3
sndio 1.10.0-1
sord 0.16.22-1
sound-theme-freedesktop 0.8-6
soundtouch 2.4.0-1
source-highlight 3.1.9-17
spandsp 0.0.6-7
spdlog 1.17.0-2
speex 1.2.1-2
speexdsp 1.2.1-2
spice 0.16.0-2
spice-protocol 0.14.5-1
spirv-tools 1:1.4.341.0-2
sqlite 3.53.0-2
sqlite-analyzer 3.53.0-2
sratom 0.6.22-1
srt 1.5.4-1
startup-notification 0.12-9
steam 1.0.0.85-6
steam-devices 1.0.0.85-6
strace 6.19-1
stunclient 1.2.16-1
sudo 1.9.17.p2-2
suil 0.10.26-1
superfile-bin 1.2.1-1
svt-av1 4.1.0-1
sway 1:1.11-1
syncthing 2.0.16-2
syntax-highlighting 6.25.0-1
systemd 260.1-1
systemd-libs 260.1-1
systemd-sysvcompat 260.1-1
tailscale 1.96.4-1
tar 1.35-2
tcc 0.9.27.r1337.gb39cbc70-1
tcl 8.6.16-1
tdb 1.4.15-1
tdrop 0.5.0-1
tesseract 5.5.2-1
tesseract-data-eng 2:4.1.0-5
tesseract-data-osd 2:4.1.0-5
texinfo 7.3-1
texlive-basic 2026.1-1
texlive-bibtexextra 2026.1-1
texlive-bin 2026.0-1
texlive-binextra 2026.1-1
texlive-fontsrecommended 2026.1-1
texlive-fontutils 2026.1-1
texlive-formatsextra 2026.1-1
texlive-latex 2026.1-1
texlive-latexextra 2026.1-1
texlive-latexrecommended 2026.1-1
texlive-mathscience 2026.1-1
texlive-pictures 2026.1-1
texlive-plaingeneric 2026.1-1
texlive-publishers 2026.1-1
thunar 4.20.8-3
thunar-archive-plugin 0.6.0-1
thunar-volman 4.20.0-2
tigervnc 1.16.2-2
tinysparql 3.11.1-1
tk 8.6.16-1
tpm2-tss 4.1.3-1
traceroute 2.1.6-1
tree 2.3.2-1
tree-sitter-cli 0.26.8-1
trippy 0.13.0-2
tslib 1.24-1
ttf-dejavu 2.37+18+g9b5d1b2f-8
ttf-fira-sans 1:4.301-3
ttyd 1.7.7-3
tumbler 4.20.1-1
twolame 0.4.0-4
tzdata 2026a-1
uchardet 0.0.8-4
udisks2 2.11.1-2
unipicker 2.0.1-1
unzip 6.0-23
up 0.4-4
upower 1.91.2-1
usbredir 0.15.0-1
usbutils 019-1
uthash 2.3.0-3
util-linux 2.42-1
util-linux-libs 2.42-1
uv 0.11.7-1
v4l-utils 1.32.0-2
valent 1.0.0.alpha.49-1
valgrind 3.25.1-4
valkey 9.0.3-1
vamp-plugin-sdk 1:2.10-1
vapoursynth 73-2
vde2 2.3.3-8
verdict 1.4.4-1
vhs 0.11.0-1
vicinae-bin 0.20.12-1
vid.stab 1.1.1-2
vipsdisp 4.1.3-1
virglrenderer 1.2.0-1
virtiofsd 1.13.3-1
visual-studio-code-bin 1.116.0-1
vmaf 3.1.0-1
volume_key 0.3.12-12
vte-common 0.84.0-1
vte3 0.84.0-1
vulkan-icd-loader 1.4.341.0-1
vulkan-mesa-implicit-layers 1:26.0.4-1
vulkan-radeon 1:26.0.4-1
wasmer 7.1.0-1
wasmtime 43.0.1-1
wavpack 5.9.0-1
wayland 1.24.0-1
webkit2gtk-4.1 2.52.3-1
webrtc-audio-processing-1 1.3-5
wget 1.25.0-3
which 2.23-1
whois 5.6.6-1
wireplumber 0.5.14-1
wlroots0.19 0.19.3-1
wmctrl 1.07-6
woff2 1.0.2-6
wolfssl 5.9.1-1
words 2.1-8
wpa_supplicant 2:2.11-5
wpa_supplicant_gui 2.11-1
wxwidgets-common 3.2.10-1
wxwidgets-gtk3 3.2.10-1
x11vnc 1:0.9.17-1
x264 3:0.165.r3222.b35605a-2
x265 4.1-1
xcb-proto 1.17.0-4
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xclip 0.13-6
xdg-dbus-proxy 0.1.7-1
xdg-user-dirs 0.20-1
xdg-utils 1.2.1-2
xdotool 4.20260303.1-1
xf86-input-libinput 1.5.0-1
xf86-video-amdgpu 25.0.0-1
xf86-video-dummy 0.4.1-3
xfce4-eyes-plugin 4.7.0-1
xfce4-genmon-plugin 4.3.0-1
xfce4-netload-plugin 1.5.0-1
xfce4-notes-plugin 1.12.0-1
xfce4-notifyd 0.9.7-2
xfce4-panel 4.20.7-1
xfce4-panel-profiles 1.1.1-1
xfce4-power-manager 4.20.0-3
xfce4-pulseaudio-plugin 0.5.1-1
xfce4-screensaver 4.20.2-1
xfce4-screenshooter 1.11.3-3
xfce4-sensors-plugin 1.5.0-2
xfce4-session 4.20.4-1
xfce4-settings 4.20.4-1
xfce4-stopwatch-plugin 0.6.0-1
xfce4-systemload-plugin 1.4.0-1
xfce4-taskmanager 1.6.0-1
xfce4-terminal 1.2.0-1
xfce4-timer-plugin 1.8.0-1
xfce4-whiskermenu-plugin 2.10.1-2
xfconf 4.20.0-2
xfdesktop 4.20.2-1
xfwm4 4.20.0-2
xkeyboard-config 2.47-1
xorg-fonts-encodings 1.1.0-2
xorg-iceauth 1.0.10-2
xorg-server 21.1.22-1
xorg-server-common 21.1.22-1
xorg-server-xephyr 21.1.22-2
xorg-sessreg 1.1.4-1
xorg-setxkbmap 1.3.5-1
xorg-xauth 1.1.5-1
xorg-xdpyinfo 1.4.0-1
xorg-xev 1.2.7-1
xorg-xinit 1.4.4-1
xorg-xinput 1.6.4-2
xorg-xkbcomp 1.5.0-1
xorg-xmodmap 1.0.11-2
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.3-1
xorg-xrdb 1.2.2-2
xorg-xset 1.2.5-2
xorg-xsetroot 1.1.3-2
xorg-xwayland 24.1.10-1
xorg-xwininfo 1.1.6-2
xorgproto 2025.1-1
xsnow 3.9.0-1
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.8.3-1
yay 12.5.7-1
yt-dlp 2026.03.17-1
yt-dlp-ejs 0.8.0-1
zathura 2026.03.27-1
zathura-pdf-mupdf 2026.02.03-6
zbar 0.23.93-5
zenity 4.2.2-1
zeromq 4.3.5-3
zig 0.15.2-3
zimg 3.0.6-1
zip 3.0-13
zix 0.8.0-1
zlib 1:1.3.2-3
zlib-ng 2.3.3-1
zopfli 1.0.3-4
zstd 1.5.7-3
zziplib 0.13.80-1
